10000 50000
9977 4244 218
759 2218 509
3742 2848 905
4831 620 371
3176 6723 623
7392 8542 65
5554 7278 974
4881 1149 231
634 8465 422
8509 8612 103
1449 5013 726
7558 1067 539
2627 7606 852
8750 1821 751
2491 8557 335
1814 8158 570
1518 6988 642
4542 7188 563
272 7021 173
115 7697 955
1502 3164 59
8016 7922 500
9899 7080 311
5731 6078 862
9497 6677 803
1370 7221 903
8332 5400 977
4606 6605 675
3682 205 347
7921 6333 205
3809 1321 802
1418 654 803
8998 5196 219
7831 7352 835
5596 6312 438
9127 7030 818
8697 3126 1000
6434 687 183
1308 6205 527
7782 7639 636
5266 9705 743
3614 7984 107
7797 8886 216
4047 787 167
4277 920 224
3845 445 54
5665 8374 75
8435 6194 72
9408 486 406
2125 5013 392
1052 6877 956
7085 4738 2
8968 7430 454
8018 9442 421
2154 9160 133
176 5952 444
917 8449 998
436 7651 669
7820 5723 804
2252 4580 585
107 5481 129
2436 2987 323
8595 813 658
2402 2001 30
2602 9725 897
2042 5882 844
5876 7941 621
2042 1037 30
169 9789 955
9642 7371 489
5533 2132 297
3154 7822 417
3007 4129 602
8840 2638 392
5223 66 458
1801 1847 974
2931 4820 805
1945 6855 759
7118 1180 589
107 786 862
8901 7941 762
9307 4983 331
9725 701 33
3951 606 802
9708 1424 240
5815 6905 991
93 3579 208
3119 9882 143
2050 7802 64
2069 5552 591
4975 6725 322
3320 2483 280
2013 7355 67
5247 6607 743
1176 9580 421
642 9419 275
4367 1680 50
6106 2553 111
9197 3999 701
4641 8491 273
448 1025 754
7121 91 841
4239 2682 523
2155 27 559
1178 8191 207
6981 3239 237
9929 1761 868
2684 9391 266
2790 1282 707
1057 9906 948
2040 3832 118
3848 6532 786
4566 2993 63
3538 8257 244
5883 3222 491
721 7084 277
3843 9363 881
6358 32 859
6507 2699 191
9241 5014 174
2056 133 375
5715 8851 854
2893 3695 637
9465 546 334
7247 1324 555
59 5120 491
982 1132 666
1986 564 236
7083 7260 887
7741 477 716
5662 445 911
5874 5415 817
6917 8185 524
1440 6790 214
9769 489 973
1915 1908 278
8011 701 102
4139 6050 427
6370 6874 541
9216 1507 121
8118 3787 530
6119 3831 357
6873 962 38
2642 3522 853
1883 7171 603
8344 1595 427
2910 6096 402
6985 8899 353
7093 1430 98
1529 526 792
1598 494 267
9189 1211 915
8241 3196 716
6903 9380 841
158 7150 834
5767 1945 637
9258 8851 704
3040 2903 246
7623 6758 801
6555 7956 767
2758 554 721
3517 60 708
9169 7401 395
7048 9705 551
8097 5821 345
1020 4629 937
179 2567 320
6602 3843 950
8185 3891 775
6962 2936 249
5561 5238 21
3502 8155 932
1546 7318 971
3457 3150 72
8855 3282 788
5439 2866 767
6619 4354 784
5030 1823 913
7982 3443 288
8529 2653 574
2473 9313 633
7366 5467 982
2973 8717 291
6812 7665 972
8194 2630 975
3401 6268 208
4682 6237 220
9658 6192 315
1557 2904 954
1750 3547 40
9809 3826 300
3203 9603 654
4313 5232 38
7776 1777 638
1869 4681 48
4584 3897 602
2571 9990 393
5056 7216 993
5396 8173 764
3582 9998 575
3900 4040 818
5412 3056 191
1240 6382 373
5533 9471 171
3003 59 676
1864 6062 303
940 4816 408
1001 2238 159
2687 775 644
3748 4130 773
995 774 882
2416 6817 958
1367 6205 23
5142 7761 669
5648 6896 112
8533 3521 114
422 3659 752
4592 4243 347
9866 5331 313
5387 5743 649
8793 7955 465
676 9861 490
6430 247 232
6756 1769 607
4955 2856 504
8174 2770 794
5241 9030 446
4492 703 716
8988 5482 564
8594 7374 950
7222 2642 640
1729 8335 688
8269 3620 536
2760 6707 782
9238 1223 805
4886 7464 318
784 3 855
2596 7216 146
718 7363 3
5752 2029 823
5982 6088 937
2426 1007 279
1174 531 139
9135 5575 135
7993 8497 61
4753 2918 982
6511 6175 250
5672 7249 269
8179 7700 984
406 864 619
4596 199 313
6161 7695 390
2910 1677 725
4003 3869 866
1012 7247 272
9078 7279 266
8805 2873 118
2913 9176 200
719 4120 150
8971 7475 643
7132 1364 778
1916 9911 265
3168 1856 349
8651 5069 915
3620 9151 567
53 8713 749
5339 3148 276
1792 1548 236
8786 2805 970
9997 475 279
7655 8804 277
8690 9190 245
1617 3999 213
2303 3308 208
5997 384 225
1524 2215 51
9396 2389 562
8558 6738 704
9858 9937 752
2125 5578 60
8401 4680 549
8545 9292 655
2625 3538 405
6468 6550 908
8683 1549 942
5612 4042 563
7261 3824 154
2464 4443 969
6431 4316 823
9039 8266 385
9062 7782 168
1502 3437 449
4082 9897 515
3924 549 976
7082 7773 122
3458 7440 342
7032 5042 961
9956 2265 860
1887 9700 195
8835 8548 495
2664 6697 279
9178 4456 504
1390 4796 533
6481 1699 842
6687 8867 42
7933 1953 839
1202 3862 988
4778 7434 656
8227 4514 133
311 5934 204
4625 416 34
4989 9028 809
4473 3487 969
26 9983 55
4890 3276 989
1453 5917 577
9257 2716 884
773 8069 554
5216 595 214
9018 8134 210
3152 4104 205
8610 145 380
3750 314 491
8987 3525 276
2518 387 743
1523 2525 782
2988 131 256
4000 944 754
3730 6356 476
4605 6156 83
9482 8118 185
951 7161 45
7515 7576 525
3877 8687 276
3435 9840 372
5596 3019 958
6433 173 23
1642 6231 188
9083 9725 29
4742 3798 983
4427 5775 640
8994 1970 201
2692 386 578
2863 3608 226
1763 2594 866
4713 4528 692
1654 5965 912
4147 2349 854
5071 2896 576
9990 2853 705
3397 416 621
1276 1481 183
737 8741 487
6992 516 186
7591 6170 792
3452 6243 44
5185 2569 223
3008 2762 496
2319 1976 950
9628 404 326
3690 7741 674
520 2009 891
2516 9803 87
3733 9025 615
195 8377 548
292 4679 100
8246 3451 761
2940 5942 864
3615 6980 4
1839 2726 240
1890 892 860
4082 9588 375
1847 5812 202
4984 7221 71
2275 5936 461
315 9116 488
7622 7288 346
4709 1815 173
1436 5085 471
4398 9804 507
7702 7475 832
9625 4515 999
3892 2222 607
6047 3098 238
4633 5388 301
2866 9612 306
1650 6735 727
3737 5807 755
8731 3219 737
837 1858 752
8377 2436 165
5663 598 468
8871 3430 825
6460 5977 27
9173 3083 189
9588 2118 709
3159 8004 603
6016 7624 439
6615 3988 733
2456 8748 762
208 1776 401
3011 3621 18
9502 9981 512
8885 2188 722
6093 3002 267
8353 8816 6
4534 3697 830
6186 6378 931
315 1817 847
968 1869 306
3782 9347 713
2711 8580 80
3253 8877 725
1268 2854 541
4501 5495 539
1642 3699 192
5041 3556 919
991 8800 980
2477 321 630
4873 5538 951
8795 7850 326
7160 701 837
1875 2881 997
1696 5630 210
2145 3846 611
35 883 668
7589 1518 226
8812 7358 446
4463 2401 580
3873 235 269
5046 7586 455
1288 7973 778
6333 1098 574
1888 6701 746
6214 3766 929
9287 855 454
3909 9991 771
6101 330 391
2502 847 194
8051 8 819
2857 4478 219
7752 6474 939
9259 8856 599
4709 1916 428
8965 8261 352
3441 2423 18
2128 8561 82
9573 3946 484
8609 7877 21
1137 2281 184
8721 7704 592
3172 1698 722
4922 7941 823
3826 5556 159
6469 1830 837
519 7858 49
5601 6229 47
6627 6848 796
7997 4524 687
2357 3075 956
7765 5177 318
8078 3368 294
6379 3694 624
3620 9481 737
2397 2136 523
4044 2581 921
5652 5952 809
8849 555 84
2104 9862 906
9388 1788 657
9385 7872 132
2222 112 880
1945 4222 717
4334 1317 889
9458 7876 840
5600 459 488
2141 5523 599
8822 1453 542
3853 4757 499
8393 6601 20
5664 5335 159
6382 7087 167
6214 8283 147
3906 6889 466
6719 9244 82
9611 2975 479
9384 4506 214
1964 667 641
6079 5707 629
469 4056 829
6115 3980 739
5224 6700 677
6782 9747 217
2545 5398 731
6398 2304 536
9605 4624 623
9721 9972 656
8369 1942 6
5231 9939 758
3482 8130 900
5854 5500 424
9069 2429 124
4729 1341 586
3748 7817 465
3490 9585 237
8834 9383 476
4229 5903 829
8481 6731 741
2919 9295 844
9787 161 41
1396 731 119
2621 1607 166
4054 3571 597
1423 313 144
2885 3923 512
3628 2189 127
6627 3480 217
7451 7653 444
786 518 951
1832 5697 338
4098 6993 421
8033 1058 223
1456 1463 999
8605 5841 362
5301 2728 165
2576 8382 219
5527 2256 86
8130 3011 884
1608 6502 21
8757 3832 969
5087 3287 136
4218 5058 38
4862 5763 565
5697 3478 1
9324 5598 260
1948 3579 391
5389 9759 851
7148 2023 522
9979 1057 710
1567 659 441
7032 9713 789
2874 5211 332
1118 9211 637
5513 3772 147
5308 7040 399
7660 192 67
2148 3416 886
2313 2248 499
2686 6640 362
7210 9039 286
8253 4482 241
1890 8380 419
6627 5454 199
4638 9238 400
9021 9942 602
4970 2746 843
8240 7775 611
8708 823 286
8831 1862 3
6820 808 823
7811 7045 538
720 7362 514
4684 6019 984
4442 7461 642
9969 2706 129
1216 2606 79
4764 8299 299
6574 7805 170
1986 753 503
1251 654 53
1372 9457 770
8194 9579 692
282 2882 92
7081 2482 118
6785 7932 582
1829 623 187
4634 8087 877
3645 9483 393
1213 2482 454
5057 7425 381
231 5148 215
1215 5796 894
1231 4326 803
3714 7941 94
5385 1579 843
8918 45 290
368 4846 829
5753 9838 192
7815 8976 257
5637 5978 277
8780 6585 846
7569 5208 514
7297 969 303
4780 4476 850
6206 9553 93
2657 8866 935
2079 961 172
34 3935 806
8351 7644 607
9954 233 938
1304 1998 777
3665 9523 132
1328 3080 586
4050 2699 608
4069 1946 736
2802 1535 919
6806 3479 778
7834 714 134
4759 9710 680
169 6547 81
8310 1001 79
3772 4415 884
8503 8005 959
419 7501 971
6578 4057 262
2081 9090 729
5773 2671 177
7279 3295 557
851 8538 711
6433 5879 96
4611 7459 832
2219 8015 423
9719 1362 8
8243 8892 651
1019 3834 821
7536 5487 152
8397 7767 937
2487 2976 686
4926 2825 774
3487 798 447
9263 680 687
2081 3318 62
8888 9743 433
220 8479 24
6560 6366 645
9944 2171 915
2624 479 729
2891 2217 912
9766 5749 952
5759 9156 531
9324 8959 630
4106 879 291
4393 1317 842
1027 8396 433
1269 1874 802
3774 1249 645
8557 5460 538
4966 7565 157
2407 2226 361
2210 8867 831
3005 2001 729
379 8109 20
9276 321 856
9773 5853 77
6169 2745 480
8210 8330 627
8073 5249 234
6131 8003 637
8257 3166 433
8213 2601 975
617 4865 272
4302 2981 689
1315 6696 644
9986 1612 840
3961 891 103
1757 202 31
4802 683 884
4571 3715 583
8548 1867 566
1597 6985 392
6119 6875 361
9341 3781 388
3953 3538 424
5638 3736 992
5277 9933 806
4510 5343 532
7898 3227 976
8856 585 629
3304 864 150
5689 5660 370
1886 7788 267
1207 9474 786
6997 6986 811
1613 102 741
2521 6161 570
3780 4860 709
7288 5062 87
2804 3788 994
610 1013 560
8254 5231 951
6579 9021 255
5393 3492 426
8550 7922 560
440 7788 804
1267 6597 413
9438 2387 190
2196 4698 595
3500 203 891
4815 7095 758
6212 4299 426
8969 9925 537
2863 1350 239
963 3380 860
8283 1749 335
6252 9037 935
2726 278 351
6730 7514 948
7027 2480 693
6125 1736 273
169 9965 522
2666 4211 450
2467 1161 520
8954 4790 871
6150 6196 62
2949 3870 868
5442 2843 576
8963 2315 308
6649 6854 145
9646 3185 717
4403 1017 535
3391 8206 989
7673 8748 784
2409 1694 755
8550 7737 975
3726 3266 24
8485 666 417
4982 6292 763
9404 1172 33
8480 5540 590
2912 6827 148
3615 826 404
1034 7227 36
9382 2742 721
331 8969 990
6801 6791 674
2097 2941 237
1976 7866 673
9410 2960 504
1079 9956 996
8204 599 507
8215 5810 437
7448 8596 740
9293 1685 623
555 2875 990
1412 9319 326
1158 4640 33
7540 9957 261
6127 7492 928
7745 7624 360
7713 2864 96
1682 8065 625
8582 2328 660
4231 101 123
8699 1889 792
8588 7 501
9017 3136 637
9512 1979 606
253 6280 574
5734 7776 62
8660 5589 681
9686 2914 942
3539 4017 544
2011 1259 869
325 3212 87
883 9909 686
1799 5482 764
6312 9179 554
5191 3795 350
7163 321 560
273 7071 627
6142 4547 125
3856 3436 879
7567 8128 76
9055 7671 891
4312 5552 453
6713 6169 557
2436 4279 422
6433 4318 813
2938 2247 565
1982 7081 740
3612 6895 108
6007 5909 627
4779 8432 132
9654 8291 239
1859 9553 432
6190 7431 134
3445 8018 43
3252 9361 437
1036 5573 740
1720 6814 374
4202 3584 741
9182 3215 142
9134 5899 612
2235 1318 561
1833 243 258
7725 372 793
1865 4218 793
4764 1280 337
1282 1465 389
7318 4544 625
5998 7352 619
5981 6266 633
9062 2735 727
6616 6599 490
7646 107 982
5812 9293 400
723 8618 788
902 1901 157
5489 3231 592
9949 2039 785
7871 1899 573
4742 2051 963
4139 6440 658
7490 2682 921
9427 1860 157
8970 7729 537
1450 1770 798
8312 4374 938
1866 2869 848
2830 724 479
100 9830 880
253 2595 334
5706 9563 832
4451 8186 47
9359 6999 273
6401 33 183
403 3786 819
4763 4237 684
1856 5501 424
882 2132 302
3670 5113 130
5893 5372 944
184 6729 586
9436 1498 633
9703 3967 412
7002 8640 866
4748 1898 43
5472 7551 578
6166 2540 74
4585 1950 726
9412 6550 909
1299 7443 70
9323 5307 524
2959 248 702
2503 1308 905
9513 1866 50
753 934 685
1082 3258 818
165 2617 508
3778 1157 604
6997 2472 898
7215 8946 179
3030 2040 44
1222 8703 560
207 4874 201
6682 5663 565
6577 8303 931
3981 907 664
7135 360 15
5318 9437 830
4911 6791 988
1505 1325 674
76 6595 330
2604 1328 113
2338 1339 300
7927 4854 548
1721 780 466
7888 1679 543
3536 9621 867
7178 5748 90
2922 8446 594
6266 1988 288
3333 804 620
9546 8537 986
2534 7485 875
3074 1394 765
7480 3586 1
4661 5819 671
2365 7085 299
4815 1286 433
4380 308 722
148 7980 268
3004 7829 90
5456 3153 729
1754 2690 735
1385 3899 43
7839 6453 541
9595 9060 953
1757 4250 540
1766 9212 230
1399 7060 295
8390 3550 848
6223 5391 917
4913 1363 285
7276 3999 605
644 4642 637
7059 4727 779
982 2951 729
2565 6478 929
7266 9085 139
3203 9204 623
5308 869 718
6213 4616 994
4881 8711 402
7291 3842 612
8140 7858 896
2072 3146 298
2182 5383 576
2373 3026 657
6910 1653 559
5903 6755 184
2191 3709 736
9686 5414 776
9990 645 35
7849 707 303
7256 4346 400
3801 2077 17
1663 1695 359
611 7316 383
2879 2819 161
9547 2704 155
6022 283 305
1890 3448 554
8100 8790 665
1048 109 900
3545 1200 855
8382 420 402
1940 6876 644
8164 20 142
9745 3540 800
705 2989 290
3782 7792 580
4076 4240 965
5628 7417 137
368 8802 682
871 7071 950
3310 9703 415
5535 1845 125
2458 6698 912
8659 6753 103
1622 6420 843
2700 2930 378
4255 2462 355
2277 6215 469
2588 3620 646
9184 6085 49
7747 8729 633
1904 934 778
9531 8160 674
2672 9282 741
7939 1022 852
493 7938 373
6578 2810 543
163 3360 887
7255 8778 137
919 2015 59
7472 186 183
9538 698 225
9450 7804 306
1620 613 262
5916 5466 221
7599 4438 121
7334 1937 716
134 4914 340
9316 5360 878
3603 809 600
7123 7603 740
8947 3044 810
2631 2011 964
6269 7003 275
7538 3940 53
7074 4679 89
2501 9297 14
7095 6887 912
6645 2807 893
102 5516 841
7109 1272 716
6921 5767 884
7170 7520 626
1038 4267 453
2135 8707 50
259 301 4
3880 4445 679
2365 8139 631
8699 2671 810
9846 2213 410
8240 931 907
1207 1952 44
9186 4669 736
4724 9 122
1176 3101 428
7389 9460 778
9796 7201 952
6777 3525 557
2972 1873 128
2442 4969 665
9378 1932 299
1625 5677 21
5623 933 5
9790 6398 23
174 9511 66
9884 7132 145
9417 5906 42
4346 5744 895
2343 8688 954
3158 2751 530
2473 8630 710
9436 6580 452
954 8761 474
8474 9521 926
4381 1328 807
2492 9267 634
2101 4686 513
593 3144 620
5432 7767 886
2696 933 973
5438 4439 235
6807 6207 809
3844 5787 105
8444 5808 485
9940 5806 621
2327 2966 91
4432 2111 249
1846 9747 874
8500 946 679
55 2584 939
6396 5511 662
9176 7119 420
5855 2061 258
9014 5868 895
2418 3710 223
5582 5158 325
74 3298 707
7540 4399 39
1224 2250 879
9747 1174 353
6855 4826 703
5346 1727 255
8548 2387 85
5550 935 366
1042 9904 888
1355 7243 222
4206 4096 851
8146 6564 537
6591 1338 455
6147 9882 646
3165 8949 97
1653 392 64
5538 922 738
3326 313 525
8555 5082 491
4463 1593 22
1855 118 856
803 2617 330
6426 1180 80
167 9897 692
7171 3076 387
753 2392 603
7404 793 597
1162 5162 476
7635 2586 509
2018 7215 606
398 2471 666
4477 1138 843
3988 5124 278
8175 9340 534
4341 7861 780
4901 9600 679
9035 2214 558
2275 5938 463
3548 7078 131
5220 2830 38
742 8099 494
7460 1662 397
1420 9466 484
4998 5896 225
7290 2638 524
9711 1803 25
3357 2031 537
8140 6075 264
2495 7281 415
2227 2329 733
3421 8551 504
3448 3026 607
9882 92 15
4463 2921 161
7311 1659 66
7961 1054 305
2938 9552 234
8271 7628 158
9590 7056 502
7112 3076 787
1973 4619 363
6580 6461 891
3697 8759 974
8899 1643 171
1715 6325 43
1267 7021 173
3946 9019 943
2089 4294 97
251 9628 605
7793 5022 883
3562 710 23
8423 5839 622
941 7404 4
925 6642 506
127 5236 578
706 2709 4
5953 5763 392
2077 2180 285
6930 1596 262
5333 5800 629
718 3795 234
5181 2887 345
514 7323 337
237 5699 272
3502 9720 700
2852 8127 488
1877 6515 415
7874 921 944
6608 1452 253
9785 5805 875
9264 563 856
5320 3940 79
6189 9705 852
37 7871 605
2789 7432 386
7239 538 59
2272 6126 674
9610 8103 236
9005 1700 251
8710 5936 142
1936 6276 189
4372 6763 362
2087 140 770
2174 1796 732
7904 1459 75
1965 574 109
9920 6135 990
5277 3253 792
8234 7695 524
5431 733 611
6674 2774 159
9609 6710 143
6599 5865 803
1637 2684 777
7394 6686 325
2024 2612 824
8866 1731 534
5210 6162 869
9558 6493 702
5757 5460 75
974 514 653
5782 1730 370
2068 7276 892
4740 6545 161
437 9194 103
2189 9388 724
2785 9424 438
2161 2709 956
9426 3334 484
2074 1621 740
3976 8807 566
6213 9846 896
1122 5639 446
6947 6466 404
4489 8304 515
9457 8019 377
5415 9022 929
4110 218 270
6949 6587 792
8304 7791 54
7085 8620 638
4420 8093 538
2791 2307 949
1615 5901 949
5745 4010 906
8819 3552 182
8181 7160 325
8352 4173 384
3887 356 629
9401 8635 450
7192 8417 104
1727 1654 248
8043 5290 744
2831 1348 156
1897 4545 753
9443 3253 385
3234 409 198
9764 2637 112
8973 3448 267
2297 8534 470
7858 7414 959
2540 6668 740
7106 173 200
5005 8752 285
7672 9932 537
7384 347 330
9082 7610 163
1993 1158 725
937 6743 736
1430 5168 558
2855 7944 503
2802 4619 30
5523 226 247
7851 7949 722
2888 3644 183
3504 2565 120
213 8334 200
2799 4618 447
5252 7889 640
3885 5430 384
380 8563 657
8521 1905 263
6261 1351 556
1874 4744 552
3504 4986 15
5276 7899 320
3671 7723 104
318 2135 415
3167 3867 312
3650 6762 450
1280 4296 609
5015 4947 672
9768 7412 692
3735 5175 724
4898 9790 683
9542 7254 14
4283 5643 876
4473 2141 115
3280 4850 754
3005 3347 175
3919 854 70
4078 5077 508
3070 8486 860
1371 3281 271
7700 2936 120
8693 9364 940
1981 4617 14
3395 1383 192
8506 2365 747
192 611 197
2005 3249 23
1176 3304 568
1922 8056 82
4290 8781 458
5651 1510 435
6557 9296 163
5029 8396 131
8005 222 614
565 8018 753
8908 5903 458
8882 2666 573
1662 4586 609
7044 4536 31
1956 4374 28
5499 3034 219
6165 1900 220
7650 6882 988
4936 129 563
9250 9693 905
1167 961 319
4677 1823 927
9989 516 289
256 5473 381
4445 7972 160
4051 7884 46
8963 9657 411
5063 1445 815
2378 6155 551
6958 833 426
8144 8057 93
3881 9216 20
8160 9090 94
5633 1775 673
7896 4889 688
8761 9276 320
3659 1287 773
1660 1816 876
2104 2599 489
6737 2200 91
4754 9990 598
9549 1870 259
1877 9141 36
7395 333 437
6850 8150 742
5472 2816 934
7960 8566 928
2916 6336 949
6412 7203 957
6681 9297 77
8652 6791 27
3702 8809 854
113 1742 159
5504 6411 618
8106 4080 785
2293 9842 523
9309 9171 291
3276 3811 998
8419 7035 624
7429 884 150
1265 8585 571
2115 8446 234
8879 6548 447
506 4350 900
9941 448 236
1585 3396 543
1302 7458 111
5672 6934 651
509 5126 367
9687 2339 616
3580 5733 98
7500 964 838
7034 4474 801
1382 9879 399
1009 1073 979
1323 9133 616
5348 8709 424
8716 5559 781
7673 1995 229
794 8957 696
8837 4278 702
1567 7347 126
505 4065 743
8830 151 981
889 9261 666
2632 4268 365
2323 4783 312
7125 8321 762
452 5130 412
9251 2563 796
466 8879 631
4677 3418 196
9108 8903 136
9156 9686 86
2697 7376 573
68 1119 369
3784 676 991
3563 6040 33
3768 1852 983
264 8943 307
7344 3522 449
844 9856 991
3088 803 253
4336 6074 726
9670 3779 718
9544 6804 628
4905 6636 896
7810 8368 79
4061 1200 351
5265 8038 173
3409 156 715
2662 425 918
1112 1914 656
8444 8271 991
967 3416 664
1427 688 29
2765 1349 296
343 2667 533
6344 8856 750
2761 4852 1
203 2370 307
8734 132 807
5417 525 696
9520 9953 352
2121 3037 735
4425 7330 464
5429 2086 185
5168 764 357
9553 5831 693
1833 6259 454
8328 157 990
8512 253 312
1900 7845 418
2579 5527 936
397 935 148
9010 6801 442
8030 8072 118
4075 9870 155
1124 7100 242
5135 544 816
1284 5310 803
6549 3301 5
4519 7875 794
8495 924 477
9757 3433 826
6168 702 743
7327 946 748
3885 5051 301
6406 3983 322
7556 5583 93
9841 3557 602
1961 6805 552
2506 7475 193
9511 2206 311
8703 4718 931
269 129 508
3449 8898 207
1674 7466 213
7179 4940 689
7621 4108 662
9352 7569 488
4914 300 407
366 8031 901
6457 1786 483
6072 4212 722
2516 8287 683
7849 7515 133
2509 3074 154
794 5890 504
8807 461 867
5739 3914 251
1642 9669 148
9475 7176 717
8641 4940 774
9092 2695 873
1950 222 879
764 8827 420
155 8504 438
296 169 35
8659 448 127
4940 659 670
599 6914 843
3991 9933 70
3932 1131 831
777 2628 861
5924 8632 806
3644 8840 455
837 2320 807
396 847 280
6528 1190 248
4020 9532 958
8459 9863 494
6900 3145 415
2349 1341 635
2080 1304 259
8506 430 658
1454 7962 234
8455 7618 65
8222 8485 489
2262 8868 598
7186 5832 116
293 6889 869
1012 3166 697
1277 1254 580
3552 9381 844
5021 2627 40
3951 5952 753
8667 7672 35
1740 9848 382
6846 6933 813
170 9236 111
3805 1751 322
5655 5784 855
440 7258 647
8705 7289 48
1563 4367 734
48 8382 535
575 6188 1
5912 452 469
2432 6408 953
2730 9691 803
7553 3982 542
3527 7708 487
700 3558 468
8158 2647 91
1940 2252 403
4632 3218 690
3596 7344 399
6564 877 640
7300 9078 282
8564 7279 191
4920 1583 990
5277 9331 698
1643 7162 481
1561 5585 206
814 9547 478
2596 6494 361
8274 3809 730
7424 7 163
9037 3282 496
3606 9383 697
935 941 124
2366 3706 870
213 873 30
5535 5751 42
8223 8832 506
5400 5951 593
2493 9240 725
5894 9816 944
1551 1344 827
3532 3451 717
1861 1008 906
1611 991 975
2422 6329 674
2012 2342 238
3806 9679 72
